year,statefip,foreignborn,hispanic,fhispanic,fiveorlessinUS,greaterthan15inUS,hispanlimenglish,fhispanlimenglish,hispanlessthanhs,fhispanlessthanhs,propforeignborn,prophispanic,propfhispanic,propfiveorlessinUS,propgreaterthan15inUS,totprophispanlimenglish,totpropfhispanlimenglish,totprophispanlessthanhs,totpropfhispanlessthanhs,prophispanlimenglish,propfhispanlimenglish,prophispanlessthanhs,propfhispanlessthanhs,yrsusa1
2010,New York,37055,25288,9705,5390,21799,4972,4116,12556,3890,.19486837,.13298695,.05103758,.14545946,.58828765,.027643723,.022884466,.066030689,.020457104,.196615,.42411128,.4965201,.40082431,21.918634
2011,New York,38541,26010,9421,5601,23030,4727,3824,12614,3692,.19546695,.13191395,.047780134,.14532575,.59754544,.025321133,.020484032,.063973948,.018724578,.1817378,.4059017,.48496732,.39189047,22.360474
2012,New York,39675,26561,10202,5311,24417,5006,4174,12776,4016,.2020997,.13529855,.051967766,.13386263,.61542535,.026866889,.022401597,.065079413,.020457024,.18847182,.40913546,.481006,.3936483,22.732527
2013,New York,38879,26275,9826,5243,23820,4739,3960,12153,3755,.1981954,.13394336,.050090484,.13485429,.61267006,.025458375,.021273511,.061952949,.019142048,.18036155,.40301242,.46253091,.3821494,22.942823
2014,New York,39967,26462,9948,5450,24700,4874,4070,12113,3773,.20362653,.13482036,.050683729,.13636249,.61800987,.026106892,.021800378,.061714116,.01922293,.18418865,.40912747,.45775074,.37927222,23.084469
2015,New York,40750,26859,10156,5653,25519,4686,3945,12008,3677,.2081822,.13721633,.051884625,.13872392,.6262331,.025188267,.021205232,.061346058,.018784931,.17446665,.38844034,.44707546,.36205199,23.302896
2016,New York,40715,26810,10120,5784,25878,4577,3796,11586,3536,.20761943,.13671318,.051605269,.14206067,.63558882,.024530375,.020344615,.059080895,.018031249,.17071988,.37509882,.43215218,.34940711,23.543608
2017,New York,40666,27261,10270,5711,26237,4603,3858,11672,3615,.20686217,.13867284,.052242033,.14043672,.64518273,.024613263,.020629581,.059373807,.018388992,.16884927,.37565726,.42815745,.35199609,23.764791
2018,New York,40765,26906,10207,5982,26241,4369,3687,11023,3430,.2069636,.13660157,.051820863,.14674354,.64371395,.023301458,.019664105,.055963688,.017414084,.16238014,.36122268,.40968558,.33604389,23.89464
2000,North Carolina,498,326,190,148,174,87,80,192,102,.052376945,.034286916,.019983172,.29718876,.3493976,.0097544566,.0089696152,.020193521,.010727808,.26687115,.42105263,.58895707,.53684211,14.947791
2001,North Carolina,1694,1157,673,572,570,318,301,737,404,.057630807,.039361775,.02289583,.33766234,.33648169,.011567422,.010949038,.025073145,.013744301,.27484876,.44725111,.63699222,.60029715,13.923259
2002,North Carolina,1604,1268,695,539,558,386,363,810,427,.060000747,.047432013,.025997831,.33603492,.3478803,.015474663,.014552598,.03029963,.015972767,.30441642,.52230215,.63880128,.61438847,14.485661
2003,North Carolina,1846,1468,810,615,614,437,398,975,492,.061545644,.048943121,.027005401,.33315277,.33261105,.015564895,.014175808,.032506499,.01640328,.29768392,.49135801,.66416895,.60740739,14.293608
2004,North Carolina,1858,1359,721,559,653,432,389,918,454,.063330837,.046322174,.024575636,.30086115,.35145319,.015735986,.014169672,.031290475,.015474811,.31788081,.53952843,.6754967,.62968099,15.175996
2005,North Carolina,5276,4397,2444,1561,1877,1315,1210,2846,1431,.061627593,.051360223,.028547734,.29586807,.35576195,.016370177,.015063053,.033243392,.016715141,.29906756,.49509001,.64725947,.58551556,15.415845
2006,North Carolina,5897,4805,2669,1473,2188,1454,1352,3062,1568,.066166237,.053913649,.029947041,.24978803,.37103611,.017329535,.016113846,.034356628,.017593466,.30260146,.50655675,.63725287,.58748597,15.894183
2007,North Carolina,6191,5299,2822,1494,2332,1494,1389,3297,1609,.067794569,.05802672,.030902322,.24131805,.37667581,.017369265,.016148534,.036103811,.01761936,.28193998,.4922041,.62219286,.57016301,16.127281
2008,North Carolina,6127,5347,2715,1441,2391,1392,1280,3310,1501,.066167019,.057743605,.029319972,.23518851,.39023992,.015967147,.014682435,.035745528,.016209679,.26033288,.47145489,.6190387,.55285454,16.58234
2009,North Carolina,6662,5684,2813,1362,2741,1356,1253,3572,1577,.070663355,.060289782,.02983729,.20444311,.41143802,.015292313,.014130729,.037887949,.016727125,.23856439,.44543192,.62843066,.56061143,17.305763
2010,North Carolina,6597,6195,2893,1346,2770,1323,1212,3843,1563,.069056116,.064848058,.030283364,.20403214,.41988784,.014738648,.013502073,.040227778,.016361181,.21355931,.41894227,.62033898,.54026961,17.723511
2011,North Carolina,6306,6057,2807,1112,2825,1307,1209,3763,1545,.0655782,.062988766,.029190931,.17634,.44798604,.014373378,.01329565,.039132696,.016066972,.21578339,.43070894,.62126464,.55040967,18.114017
2012,North Carolina,6763,6082,2701,1085,3107,1237,1110,3653,1430,.06942106,.062430713,.027725313,.16043176,.4594115,.013420271,.012042441,.037497435,.014678711,.20338704,.41095892,.6006248,.52943355,18.947508
2013,North Carolina,6756,6102,2611,1151,3300,1143,1032,3572,1349,.069427602,.062706813,.026831774,.17036708,.4884547,.012367855,.011166777,.036707431,.013862913,.18731563,.39525086,.58538187,.51666027,19.30299
2014,North Carolina,6991,6441,2839,1035,3590,1275,1159,3706,1424,.071460694,.065838702,.029019728,.14804749,.51351738,.013720891,.012472558,.037882041,.014555862,.19795063,.40824234,.57537651,.50158507,19.994135
2015,North Carolina,7177,6566,2819,1154,3775,1249,1135,3862,1444,.073097453,.066874437,.028711399,.16079141,.52598578,.013386494,.012164668,.039334312,.014707081,.19022235,.40262505,.58818156,.51223838,20.293299
2016,North Carolina,7238,6670,2822,1214,4185,1174,1073,3762,1375,.072673604,.066970564,.02833447,.16772589,.57819837,.012416317,.011348133,.0377726,.013805775,.17601199,.38022679,.56401801,.48724309,20.931335
2017,North Carolina,7607,7078,2856,1333,4455,1094,996,3898,1327,.075143479,.06991791,.028212145,.17523333,.58564478,.011363046,.01034515,.03850523,.013108374,.15456344,.3487395,.55072051,.46463585,20.838438
2018,North Carolina,7799,7439,2975,1437,4575,1112,987,3871,1273,.076070733,.072559327,.029017879,.18425439,.58661366,.011414025,.010130974,.037757382,.012416726,.14948246,.3317647,.52036566,.42789915,21.065008
2000,North Dakota,88,17,5,33,35,4,4,9,3,.034375001,.0066406252,.001953125,.375,.39772728,.0016576875,.0016576875,.0035156249,.001171875,.23529412,.80000001,.52941179,.60000002,17.897728
2001,North Dakota,261,112,17,64,135,2,1,57,3,.026244344,.011261941,.0017094017,.24521072,.51724136,.00021353833,.00010676916,.0057315235,.00030165914,.017857144,.05882353,.5089286,.17647059,22.034483
2002,North Dakota,244,105,15,52,134,2,1,57,3,.027424974,.011801731,.0016859616,.21311475,.54918033,.00023894863,.00011947432,.0064066541,.00033719232,.01904762,.06666667,.54285717,.2,24.237705
2003,North Dakota,293,114,18,93,135,3,2,59,6,.030384734,.011822047,.001866639,.31740615,.46075085,.00032901953,.00021934634,.006118428,.000622213,.02631579,.11111111,.51754385,.33333334,20.709898
2004,North Dakota,273,73,11,64,139,0,0,36,1,.028428616,.0076017911,.0011454754,.23443224,.50915754,0,0,.0037488285,.00010413412,0,0,.49315068,.090909094,23.695971
2005,North Dakota,159,91,19,34,93,4,2,58,8,.024442736,.013989239,.0029208302,.21383648,.58490568,.00065008941,.0003250447,.0089162178,.0012298232,.043956045,.10526316,.63736266,.42105263,24.993711
2006,North Dakota,124,58,11,27,64,3,3,25,3,.018510226,.0086580086,.0016420361,.21774194,.51612902,.00047132757,.00047132757,.0037319004,.00044782803,.05172414,.27272728,.43103448,.27272728,23.758064
2007,North Dakota,138,62,10,34,73,2,1,35,5,.020630887,.0092689488,.0014949918,.24637681,.5289855,.00031605564,.00015802782,.005232471,.00074749591,.032258064,.1,.56451613,.5,23.60145
2008,North Dakota,144,87,10,34,65,1,0,49,7,.021634616,.013070913,.0015024039,.2361111,.4513889,.00015812776,0,.007361779,.0010516827,.011494253,0,.56321841,.69999999,20.673611
2009,North Dakota,159,96,12,56,69,2,1,46,4,.023389231,.014121801,.0017652251,.35220125,.43396226,.00031176928,.00015588464,.006766696,.00058840838,.020833334,.083333336,.47916666,.33333334,19.333334
2010,North Dakota,160,117,13,36,95,3,2,63,5,.023293056,.017033046,.0018925607,.22499999,.59375,.00046267736,.00030845156,.0091716405,.00072790799,.025641026,.15384616,.53846157,.38461539,25.737499
2011,North Dakota,172,135,11,69,73,2,1,78,3,.024617147,.019321598,.0015743524,.4011628,.4244186,.00030280091,.00015140045,.01116359,.00042936884,.014814815,.090909094,.5777778,.27272728,19.936047
2012,North Dakota,174,142,26,45,88,0,0,71,7,.02443134,.019938219,.0036506599,.25862068,.50574714,0,0,.0099691097,.00098287,0,0,.5,.26923078,21.534483
2013,North Dakota,184,112,18,58,81,4,3,55,6,.024747815,.015063887,.0024209819,.31521741,.44021741,.00057085772,.00042814328,.0073974445,.00080699392,.035714287,.16666667,.49107143,.33333334,19.89674
2014,North Dakota,220,136,23,58,103,7,6,66,11,.028852459,.017836066,.0030163934,.26363635,.46818182,.00097357441,.00083449233,.0086557381,.001442623,.051470589,.26086956,.4852941,.47826087,20.968182
2015,North Dakota,214,147,17,56,106,1,0,73,7,.027195323,.0186809,.0021603762,.26168224,.49532712,.00013522651,0,.0092769098,.00088956667,.0068027209,0,.49659863,.41176471,21.070093
2016,North Dakota,217,156,25,64,109,8,3,83,12,.027594099,.019837232,.0031790438,.29493088,.50230414,.0010845987,.00040672452,.010554425,.001525941,.051282052,.12,.53205127,.47999999,20.124424
2017,North Dakota,258,181,41,69,143,5,4,80,8,.032691333,.022934617,.0051951343,.26744187,.55426359,.00067485491,.00053988391,.010136847,.0010136848,.027624309,.097560972,.44198895,.19512194,24.031008
2018,North Dakota,273,186,31,85,126,7,4,78,11,.034662265,.023616049,.0039360081,.31135532,.46153846,.00094620168,.00054068665,.0099035045,.001396648,.03763441,.12903225,.41935483,.3548387,19.728937
2000,Ohio,512,236,47,113,298,24,16,126,25,.034578241,.015938407,.0031741743,.22070313,.58203125,.0017299791,.0011533194,.0085094888,.0016883906,.10169491,.34042552,.53389829,.53191489,25.001953
2001,Ohio,1486,755,154,356,776,58,30,428,70,.032517124,.016521148,.0033698769,.23956931,.52220726,.0013526119,.00069962686,.0093656313,.0015317622,.076821193,.19480519,.56688744,.45454547,21.658815
2002,Ohio,1359,720,130,310,733,66,37,405,57,.033543959,.017771635,.0032087674,.2281089,.5393672,.0017347422,.00097250694,.0099965446,.0014069211,.091666669,.2846154,.5625,.43846154,22.583517
2003,Ohio,1607,853,199,375,820,86,60,460,85,.035086568,.018624047,.0043448834,.23335408,.51026756,.0020020485,.0013967782,.010043449,.0018558546,.10082063,.30150753,.53927314,.42713568,22.567516
2004,Ohio,1645,752,151,360,872,75,48,384,57,.036159407,.016530016,.003319192,.21884498,.53009117,.0017507412,.0011204743,.0084408587,.00125294,.099734046,.31788081,.5106383,.37748346,22.913677
2005,Ohio,4129,2471,548,984,2098,253,184,1383,260,.035996061,.021541841,.0047773896,.23831436,.50811332,.0023496198,.0017088143,.012056805,.0022666445,.1023877,.33576643,.55969244,.47445256,22.094454
2006,Ohio,4220,2603,598,836,2221,277,184,1370,263,.035886489,.022135671,.0050853365,.19810426,.52630329,.0025019646,.0016619548,.011650354,.0022365276,.10641567,.30769232,.52631581,.43979934,22.77891
2007,Ohio,4264,2557,544,832,2289,286,196,1405,247,.036276087,.021753741,.0046280934,.19512194,.53681988,.0025865734,.0017726166,.011953073,.0021013587,.11184982,.3602941,.54947203,.4540441,22.837008
2008,Ohio,4357,2685,616,877,2222,270,195,1414,273,.037322253,.022999829,.0052766833,.20128529,.50998396,.0024561754,.0017739045,.012112387,.00233853,.10055866,.31655845,.52662945,.44318181,22.608446
2009,Ohio,4418,2888,657,819,2335,301,221,1576,310,.037636515,.024602594,.0055969195,.185378,.52851969,.0027184221,.0019959179,.013425792,.0026408602,.10422438,.33637747,.54570639,.47184169,22.779539
2010,Ohio,4814,3100,700,948,2492,354,255,1694,349,.040978931,.026388593,.0059587145,.19692564,.51765686,.0031973699,.0023031901,.014420089,.002970845,.11419355,.36428571,.54645163,.49857143,22.578522
2011,Ohio,4545,3147,644,896,2355,250,180,1606,280,.038379367,.02657423,.0054381327,.19713971,.51815182,.0022339579,.0016084497,.013561555,.0023644057,.079440735,.27950311,.51032728,.43478259,22.957975
2012,Ohio,4198,3281,593,759,2288,256,164,1701,243,.035803534,.027982704,.0050575263,.18080038,.54502141,.0023047491,.0014764798,.014507339,.002072477,.078024991,.27655986,.51843947,.40978077,24.041449
2013,Ohio,4660,3274,652,846,2524,304,207,1656,274,.039417032,.027693426,.0055150012,.18154506,.54163092,.002710172,.0018454132,.014007427,.002317654,.092852779,.31748468,.50580329,.42024541,23.257296
2014,Ohio,4651,3322,683,924,2498,292,199,1645,263,.03959376,.028280042,.0058143493,.19866696,.53708881,.002620009,.0017855541,.014003814,.0022389076,.087898858,.29136163,.49518362,.38506588,23.171791
2015,Ohio,4822,3447,627,1051,2555,306,198,1683,229,.040821854,.029181447,.0053080264,.21795936,.52986312,.0027315575,.0017674784,.01424786,.0019386571,.088772848,.31578946,.48825064,.36523125,23.066154
2016,Ohio,4822,3379,670,956,2746,296,188,1564,242,.041064158,.028775569,.0057057212,.19825798,.56947327,.0026536137,.0016854033,.013319027,.0020608723,.087599881,.280597,.46285883,.36119404,23.661137
2017,Ohio,5104,3598,703,1147,2784,262,154,1708,219,.04294778,.030275492,.0059154173,.22472571,.54545456,.0023222833,.0013650062,.014372024,.0018427828,.072818235,.21906117,.47470817,.31152204,22.832289
2018,Ohio,5016,3608,653,1030,2837,259,165,1664,227,.042120822,.030297432,.0054834322,.2053429,.56559008,.0022927253,.0014606165,.013973095,.0019061854,.071784921,.25267994,.46119735,.34762633,23.191986
2000,Oklahoma,165,180,59,43,81,28,25,107,34,.040520627,.044204321,.014489194,.26060605,.4909091,.0072670644,.0064884503,.026277013,.0083497055,.15555556,.42372882,.59444445,.57627118,19.460606
2001,Oklahoma,507,511,186,123,211,84,75,313,116,.041475784,.04180301,.015215969,.24260356,.41617358,.0073094326,.0065262793,.025605366,.0094895288,.16438356,.40322581,.61252445,.62365592,16.802761
2002,Oklahoma,502,537,176,123,229,88,79,329,98,.043773979,.046825949,.015347052,.24501993,.4561753,.0082296832,.0073880106,.028688524,.0085455179,.16387337,.44886363,.61266297,.55681819,17.135458
2003,Oklahoma,594,606,252,171,255,124,113,401,174,.04722156,.048175532,.020033389,.28787878,.42929292,.010508475,.0095762713,.031878527,.013832578,.20462047,.44841269,.66171616,.69047618,17.361954
2004,Oklahoma,567,671,237,144,268,122,102,419,148,.046060115,.05450853,.019252639,.25396827,.47266313,.010571008,.0088380557,.034037367,.012022746,.18181819,.43037975,.62444115,.62447256,17.985891
2005,Oklahoma,1433,1881,662,327,651,314,284,1230,403,.041317072,.054234061,.01908716,.2281926,.4542917,.0096588638,.0087360423,.03546406,.011619525,.16693248,.42900303,.65390748,.60876131,17.938591
2006,Oklahoma,1597,2048,750,346,730,350,323,1271,441,.044632625,.057237081,.020960845,.21665624,.45710707,.010394393,.0095925396,.035521645,.012324977,.17089844,.43066666,.62060547,.588,18.547276
2007,Oklahoma,1661,2108,788,371,759,390,354,1353,470,.045674533,.057966232,.021668592,.22335942,.45695364,.011437286,.010381537,.037205081,.01292416,.18500949,.44923857,.64184064,.59644669,18.158339
2008,Oklahoma,1619,2149,738,291,837,353,321,1334,434,.044535525,.059114791,.020300938,.17974058,.51698577,.010331909,.0093953051,.036695734,.011938492,.16426244,.43495935,.62075382,.58807588,19.72514
2009,Oklahoma,1782,2521,885,372,875,413,370,1634,536,.04812834,.068087287,.023902122,.20875421,.49102134,.011916441,.010675746,.044131152,.014476314,.16382387,.41807911,.64815551,.60564971,19.401796
2010,Oklahoma,1838,2653,922,331,840,434,395,1694,549,.049412586,.071322955,.024786945,.18008704,.45701849,.012443017,.011324866,.045541309,.014759255,.16358839,.42841649,.63852245,.59544468,18.870512
2011,Oklahoma,1770,2645,855,344,868,406,362,1655,517,.047011953,.070252322,.022709163,.19435029,.49039549,.011476383,.010232637,.043957502,.013731739,.15349716,.42339182,.62570888,.60467833,19.466667
2012,Oklahoma,1801,2856,899,291,907,398,356,1799,529,.048549708,.076989435,.02423442,.1615769,.50360912,.011424962,.010219313,.048495796,.014260298,.13935575,.39599556,.62990195,.5884316,19.83065
2013,Oklahoma,1872,2955,1039,326,916,415,387,1807,554,.050395735,.079550959,.027970711,.1741453,.48931623,.011922204,.011117814,.048645884,.014914122,.14043993,.37247354,.61150593,.53320503,19.762821
2014,Oklahoma,1898,2892,972,337,932,393,360,1748,547,.050894268,.077548064,.026063873,.17755532,.49104321,.011219916,.010277785,.046872068,.014667632,.13589212,.37037036,.60442603,.56275719,19.863014
2015,Oklahoma,1953,2927,1002,349,993,395,364,1777,548,.052428123,.078575075,.026898608,.17869943,.50844854,.01125773,.010374213,.047703419,.014711015,.13495046,.36327344,.60710627,.54690617,20.275475
2016,Oklahoma,1871,3034,947,321,1006,397,358,1789,484,.050537519,.081951275,.025579385,.17156601,.53768039,.011385472,.010267,.048322618,.013073307,.13085036,.3780359,.58965063,.51108766,20.458044
2017,Oklahoma,1929,3134,956,365,1102,387,343,1758,447,.051987603,.084463008,.025764722,.18921721,.57128048,.011066945,.0098086875,.047379058,.012046894,.12348437,.35878661,.5609445,.46757323,20.733023
2018,Oklahoma,1949,3256,923,346,1163,348,308,1843,459,.051769018,.086485341,.024516575,.17752694,.59671628,.0097950911,.008669219,.048953462,.012191882,.10687961,.33369449,.56603193,.49729145,22.044638
2000,Oregon,352,260,110,91,166,48,44,178,79,.076906271,.056805767,.024033209,.25852272,.47159091,.011214953,.010280374,.038890101,.017260214,.18461539,.40000001,.68461537,.71818179,18.5625
2001,Oregon,984,814,327,242,443,156,144,517,199,.073785245,.061037794,.024520095,.24593496,.45020324,.012490992,.011530147,.038767248,.014922015,.19164619,.44036698,.63513511,.60856271,18.848577
2002,Oregon,924,739,278,203,441,117,106,441,150,.077542797,.062017456,.023329977,.21969697,.47727272,.010452962,.0094702048,.037009064,.012588117,.15832205,.38129497,.59675235,.53956836,20.51948
2003,Oregon,1059,835,329,208,505,159,145,518,187,.082035787,.064683557,.025486095,.19641171,.47686496,.013029583,.011882324,.040127043,.014486018,.19041917,.44072947,.6203593,.56838906,20.237017
2004,Oregon,1128,879,348,241,520,199,184,543,216,.082880236,.064584866,.025569433,.21365248,.4609929,.015494823,.01432687,.039897133,.015870683,.22639363,.52873564,.61774743,.62068963,19.627659
2005,Oregon,2868,2718,1056,633,1317,582,530,1759,655,.080822885,.076595746,.029759053,.22071129,.45920503,.01743089,.015873492,.04957024,.018458504,.21412803,.50189394,.64716703,.62026513,19.330893
